product_id,category,supplier,season,region,store_name,total_customers,total_units_sold,net_quantity_sold,gross_revenue,Cost_Of_Goods_Sold,net_revenue,profit,return_rate,total_transactions,total_discount_received,avg_selling_price,last_sale_date,lifespan_months
32787,Tops,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,49.47,223.86,44.52000000,-179.34,0.000000000000,1,10,14.84000000,2021-11-15,0
32788,Shoes,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,91.84,165.24,91.84000000,-73.40,0.000000000000,1,0,22.96000000,2022-09-05,0
32790,Dresses,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,2,3,3,222.48,163.32,66.74000000,-96.58,0.000000000000,2,10,22.25000000,2024-11-26,12
32790,Dresses,A,Winter,Online,Online,1,4,4,296.64,217.76,296.64000000,78.88,0.000000000000,1,0,74.16000000,2021-06-16,0
32791,Bottoms,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,54.53,49.28,49.08000000,-0.20,0.000000000000,1,10,49.08000000,2023-07-16,0
32791,Bottoms,B,Spring,Northern Portugal,Porto Center,2,6,6,327.18,295.68,294.46000000,-1.22,0.000000000000,2,30,49.08000000,2023-04-27,27
32793,Tops,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,55.00,280.04,49.50000000,-230.54,0.000000000000,1,10,12.38000000,2023-03-08,0
32794,Shoes,B,Fall,Central Portugal,Coimbra Boutique,1,3,3,96.57,128.25,96.57000000,-31.68,0.000000000000,1,0,32.19000000,2024-03-19,0
32794,Shoes,B,Fall,Online,Online,1,1,1,32.19,42.75,32.19000000,-10.56,0.000000000000,1,0,32.19000000,2021-03-20,0
32795,Accessories,A,Spring,Central Portugal,Coimbra Boutique,1,1,1,100.54,71.81,100.54000000,28.73,0.000000000000,1,0,100.54000000,2020-06-28,0
32798,Accessories,A,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,359.73,177.51,359.73000000,182.22,0.000000000000,1,0,119.91000000,2022-10-30,0
32800,Bottoms,C,Spring,Algarve,Faro Outlet,1,2,2,113.88,123.64,113.88000000,-9.76,0.000000000000,1,0,56.94000000,2022-02-12,0
32801,Tops,A,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,381.00,114.74,381.00000000,266.26,0.000000000000,1,0,190.50000000,2021-02-17,0
32801,Tops,A,Summer,Northern Portugal,Porto Center,1,1,1,190.50,57.37,190.50000000,133.13,0.000000000000,1,0,190.50000000,2020-12-21,0
32803,Shoes,B,Summer,Online,Online,1,3,2,442.08,48.92,235.78000000,186.86,33.330000000000,1,20,117.89000000,2021-12-03,0
32805,Tops,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,650.32,51.28,585.29000000,534.01,0.000000000000,1,10,146.32000000,2022-01-24,0
32807,Bottoms,A,Spring,Algarve,Faro Outlet,1,3,3,301.53,155.46,211.07000000,55.61,0.000000000000,1,30,70.36000000,2020-03-15,0
32807,Bottoms,A,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,201.02,103.64,180.92000000,77.28,0.000000000000,1,10,90.46000000,2021-08-25,0
32808,Bottoms,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,223.54,60.08,223.54000000,163.46,0.000000000000,1,0,111.77000000,2021-03-30,0
32809,Dresses,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,442.56,119.31,398.30000000,278.99,0.000000000000,1,10,132.77000000,2024-03-15,0
32810,Tops,A,Fall,Algarve,Faro Outlet,1,3,2,102.72,117.54,68.48000000,-49.06,33.330000000000,1,0,34.24000000,2021-03-10,0
32813,Bottoms,C,Summer,Algarve,Faro Outlet,1,5,5,890.60,118.60,712.48000000,593.88,0.000000000000,2,40,142.50000000,2020-07-06,2
32813,Bottoms,C,Summer,Central Portugal,Coimbra Boutique,1,2,2,356.24,47.44,356.24000000,308.80,0.000000000000,1,0,178.12000000,2024-07-28,0
32815,Tops,B,Summer,Online,Online,1,1,1,148.00,51.06,NULL,NULL,0.000000000000,1,NULL,NULL,2021-09-22,0
32816,Bottoms,D,Winter,Algarve,Faro Outlet,1,3,3,413.19,153.30,413.19000000,259.89,0.000000000000,1,0,137.73000000,2021-04-21,0
32816,Bottoms,D,Winter,Northern Portugal,Porto Center,2,5,4,688.65,204.40,137.73000000,-66.67,20.000000000000,2,0,34.43000000,2023-02-19,22
32817,Dresses,B,Winter,Central Portugal,Coimbra Boutique,1,3,3,310.80,15.39,310.80000000,295.41,0.000000000000,1,0,103.60000000,2022-01-27,0
32821,Accessories,D,Winter,Algarve,Faro Outlet,1,1,1,82.66,53.81,82.66000000,28.85,0.000000000000,1,0,82.66000000,2024-11-15,0
32822,Bottoms,A,Winter,Online,Online,1,2,2,93.02,120.80,93.02000000,-27.78,0.000000000000,1,0,46.51000000,2021-01-01,0
32823,Tops,A,Spring,Northern Portugal,Porto Center,1,3,2,330.99,94.16,198.59000000,104.43,33.330000000000,1,10,99.30000000,2021-02-06,0
32823,Tops,A,Spring,Online,Online,1,1,1,110.33,47.08,110.33000000,63.25,0.000000000000,1,0,110.33000000,2021-09-29,0
32824,Accessories,D,Fall,Algarve,Faro Outlet,1,1,0,126.81,0.00,0.00000000,0.00,100.000000000000,1,30,NULL,2024-04-18,0
32825,Tops,B,Fall,Online,Online,1,1,1,141.57,66.18,127.41000000,61.23,0.000000000000,1,10,127.41000000,2022-04-04,0
32826,Bottoms,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,773.24,249.68,773.24000000,523.56,0.000000000000,1,0,193.31000000,2024-06-18,0
32826,Bottoms,B,Fall,Northern Portugal,Porto Center,1,3,3,579.93,187.26,579.93000000,392.67,0.000000000000,1,0,193.31000000,2020-05-10,0
32828,Accessories,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,104.28,43.53,83.42000000,39.89,0.000000000000,1,20,83.42000000,2020-07-22,0
32830,Bottoms,B,Spring,Central Portugal,Coimbra Boutique,1,3,3,242.49,50.37,193.99000000,143.62,0.000000000000,1,20,64.66000000,2020-06-10,0
32831,Dresses,A,Spring,Northern Portugal,Porto Center,1,3,3,563.46,167.22,394.42000000,227.20,0.000000000000,1,30,131.47000000,2024-02-25,0
32832,Shoes,A,Fall,Central Portugal,Coimbra Boutique,1,4,4,388.96,72.56,388.96000000,316.40,0.000000000000,1,0,97.24000000,2021-10-13,0
32835,Tops,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,155.01,14.74,139.51000000,124.77,0.000000000000,1,10,139.51000000,2020-03-29,0
32836,Bottoms,D,Fall,Central Portugal,Coimbra Boutique,1,4,4,87.68,72.88,87.68000000,14.80,0.000000000000,1,0,21.92000000,2022-04-12,0
32836,Bottoms,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,1,0,21.92,0.00,0.00000000,0.00,100.000000000000,1,0,NULL,2020-08-07,0
32837,Shoes,A,Summer,Online,Online,1,1,1,25.46,42.30,25.46000000,-16.84,0.000000000000,1,0,25.46000000,2020-09-23,0
32839,Dresses,C,Fall,Algarve,Faro Outlet,1,2,2,176.26,41.16,141.01000000,99.85,0.000000000000,1,20,70.50000000,2022-12-08,0
32839,Dresses,C,Fall,Central Portugal,Coimbra Boutique,1,4,4,352.52,82.32,352.52000000,270.20,0.000000000000,1,0,88.13000000,2022-11-17,0
32839,Dresses,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,352.52,82.32,352.52000000,270.20,0.000000000000,1,0,88.13000000,2023-08-27,0
32840,Shoes,C,Winter,Lisbon Metropolitan Area,Lisbon Flagship,0,3,3,157.23,89.52,125.78000000,36.26,0.000000000000,1,20,41.93000000,2024-02-07,0
32841,Dresses,C,Spring,Algarve,Faro Outlet,1,3,2,113.76,85.36,75.84000000,-9.52,33.330000000000,1,0,37.92000000,2022-05-29,0
32841,Dresses,C,Spring,Central Portugal,Coimbra Boutique,1,3,3,113.76,128.04,113.76000000,-14.28,0.000000000000,1,0,37.92000000,2020-12-22,0
32841,Dresses,C,Spring,Northern Portugal,Porto Center,2,6,5,227.52,213.40,189.60000000,-23.80,16.670000000000,2,0,37.92000000,2024-05-09,21
32842,Bottoms,B,Spring,Online,Online,1,2,2,393.68,51.30,393.68000000,342.38,0.000000000000,1,0,196.84000000,2022-04-13,0
32843,Accessories,B,Fall,Algarve,Faro Outlet,1,1,1,65.03,21.93,52.02000000,30.09,0.000000000000,1,20,52.02000000,2021-04-11,0
32843,Accessories,B,Fall,Central Portugal,Coimbra Boutique,1,2,2,130.06,43.86,104.05000000,60.19,0.000000000000,1,20,52.02000000,2021-05-02,0
32844,Dresses,B,Fall,Central Portugal,Coimbra Boutique,1,2,2,240.54,146.98,192.43000000,45.45,0.000000000000,1,20,96.22000000,2024-09-06,0
32844,Dresses,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,240.54,146.98,240.54000000,93.56,0.000000000000,1,0,120.27000000,2024-07-25,0
32845,Tops,B,Summer,Algarve,Faro Outlet,1,1,1,34.50,20.34,27.60000000,7.26,0.000000000000,1,20,27.60000000,2023-04-03,0
32845,Tops,B,Summer,Central Portugal,Coimbra Boutique,1,2,1,69.00,20.34,34.50000000,14.16,50.000000000000,1,0,34.50000000,2024-02-24,0
32846,Dresses,A,Winter,Central Portugal,Coimbra Boutique,1,2,1,73.18,60.56,25.61000000,-34.95,50.000000000000,1,30,25.61000000,2020-10-17,0
32849,Accessories,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,385.20,277.52,385.20000000,107.68,0.000000000000,1,0,96.30000000,2024-03-30,0
32852,NULL,D,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,118.90,29.94,107.01000000,77.07,0.000000000000,1,10,53.51000000,2024-09-11,0
32855,Accessories,A,Summer,Central Portugal,Coimbra Boutique,1,4,4,580.24,110.60,522.22000000,411.62,0.000000000000,1,10,130.55000000,2020-05-08,0
32856,Tops,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,1,186.70,47.25,93.35000000,46.10,50.000000000000,1,0,93.35000000,2020-12-17,0
32857,Accessories,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,266.91,129.30,266.91000000,137.61,0.000000000000,1,0,88.97000000,2024-05-07,0
32860,Tops,C,Winter,Online,Online,1,4,4,701.28,24.48,631.15000000,606.67,0.000000000000,1,10,157.79000000,2024-05-01,0
32862,Tops,C,Winter,Algarve,Faro Outlet,1,1,1,197.79,34.22,178.01000000,143.79,0.000000000000,1,10,178.01000000,2023-08-16,0
32862,Tops,C,Winter,Northern Portugal,Porto Center,1,4,4,791.16,136.88,791.16000000,654.28,0.000000000000,1,0,197.79000000,2024-04-30,0
32862,Tops,C,Winter,Online,Online,1,3,3,593.37,102.66,593.37000000,490.71,0.000000000000,1,0,197.79000000,2023-08-26,0
32863,Shoes,C,Spring,Algarve,Faro Outlet,1,2,2,29.10,70.70,26.19000000,-44.51,0.000000000000,1,10,13.10000000,2021-04-11,0
32865,Dresses,C,Fall,Northern Portugal,Porto Center,1,4,4,244.72,297.12,220.25000000,-76.87,0.000000000000,1,10,55.06000000,2024-09-11,0
32865,Dresses,C,Fall,Online,Online,1,3,2,183.54,148.56,110.12000000,-38.44,33.330000000000,1,10,55.06000000,2024-04-18,0
32866,Bottoms,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,121.76,91.64,121.76000000,30.12,0.000000000000,1,0,30.44000000,2024-02-03,0
32866,Bottoms,A,Fall,Northern Portugal,Porto Center,1,1,1,30.44,22.91,30.44000000,7.53,0.000000000000,1,0,30.44000000,2020-05-12,0
32867,Bottoms,C,Winter,Algarve,Faro Outlet,1,4,4,128.44,177.80,128.44000000,-49.36,0.000000000000,1,0,32.11000000,2023-12-21,0
32867,Bottoms,C,Winter,Central Portugal,Coimbra Boutique,1,1,1,32.11,44.45,NULL,NULL,0.000000000000,1,NULL,NULL,2023-10-07,0
32867,Bottoms,C,Winter,Northern Portugal,Porto Center,1,4,4,128.44,177.80,115.60000000,-62.20,0.000000000000,1,10,28.90000000,2020-05-04,0
32868,Shoes,B,Summer,Central Portugal,Coimbra Boutique,0,4,3,381.32,65.58,285.99000000,220.41,25.000000000000,1,0,95.33000000,2021-08-03,0
32869,Dresses,C,Fall,Algarve,Faro Outlet,1,1,1,19.31,27.71,19.31000000,-8.40,0.000000000000,1,0,19.31000000,2021-03-03,0
32869,Dresses,C,Fall,Online,Online,1,1,1,19.31,27.71,19.31000000,-8.40,0.000000000000,1,0,19.31000000,2023-03-15,0
32873,Bottoms,D,Winter,Algarve,Faro Outlet,0,2,2,219.88,36.10,219.88000000,183.78,0.000000000000,1,0,109.94000000,2024-01-26,0
32874,Dresses,C,Spring,Online,Online,1,2,1,117.74,27.24,58.87000000,31.63,50.000000000000,1,0,58.87000000,2024-04-28,0
32875,Bottoms,A,Spring,Central Portugal,Coimbra Boutique,1,2,2,356.68,133.06,356.68000000,223.62,0.000000000000,1,0,178.34000000,2021-05-26,0
32876,Accessories,A,Summer,Lisbon Metropolitan Area,Lisbon Flagship,2,6,6,64.98,304.26,56.32000000,-247.94,0.000000000000,2,30,9.39000000,2024-07-05,17
32876,Accessories,A,Summer,Northern Portugal,Porto Center,1,4,4,43.32,202.84,34.66000000,-168.18,0.000000000000,1,20,8.66000000,2024-07-11,0
32877,Bottoms,A,Winter,Central Portugal,Coimbra Boutique,1,3,3,119.16,49.59,119.16000000,69.57,0.000000000000,1,0,39.72000000,2020-02-19,0
32877,Bottoms,A,Winter,Northern Portugal,Porto Center,1,3,3,119.16,49.59,119.16000000,69.57,0.000000000000,1,0,39.72000000,2024-04-15,0
32880,Accessories,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,149.00,108.54,149.00000000,40.46,0.000000000000,1,0,74.50000000,2022-08-01,0
32885,Shoes,A,Spring,Northern Portugal,Porto Center,1,2,2,248.36,50.84,NULL,NULL,0.000000000000,1,NULL,NULL,2021-02-17,0
32887,Tops,D,Summer,Central Portugal,Coimbra Boutique,1,4,4,722.36,188.72,650.12000000,461.40,0.000000000000,1,10,162.53000000,2023-06-27,0
32887,Tops,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,180.59,47.18,180.59000000,133.41,0.000000000000,1,0,180.59000000,2023-03-09,0
32888,Accessories,A,Winter,Algarve,Faro Outlet,1,2,2,206.52,79.18,NULL,NULL,0.000000000000,1,NULL,NULL,2021-11-19,0
32888,Accessories,A,Winter,Central Portugal,Coimbra Boutique,1,4,4,413.04,158.36,413.04000000,254.68,0.000000000000,1,0,103.26000000,2024-06-15,0
32888,Accessories,A,Winter,Online,Online,1,4,4,413.04,158.36,NULL,NULL,0.000000000000,1,NULL,NULL,2024-12-26,0
32889,Bottoms,A,Summer,Central Portugal,Coimbra Boutique,1,2,2,73.82,128.44,59.06000000,-69.38,0.000000000000,1,20,29.53000000,2021-07-20,0
32890,Tops,A,Winter,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,173.33,28.97,121.33000000,92.36,0.000000000000,1,30,121.33000000,2020-07-16,0
32890,Tops,A,Winter,Northern Portugal,Porto Center,2,5,5,866.65,144.85,866.65000000,721.80,0.000000000000,2,0,173.33000000,2023-05-16,25
32890,Tops,A,Winter,Online,Online,1,2,2,346.66,57.94,346.66000000,288.72,0.000000000000,1,0,173.33000000,2021-09-03,0
32892,Accessories,A,Spring,Algarve,Faro Outlet,1,3,3,390.39,73.62,351.35000000,277.73,0.000000000000,1,10,117.12000000,2024-02-25,0
32892,Accessories,A,Spring,Online,Online,1,2,2,260.26,49.08,NULL,NULL,0.000000000000,1,NULL,NULL,2020-02-08,0
32893,Accessories,A,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,102.64,168.48,102.64000000,-65.84,0.000000000000,1,0,25.66000000,2024-06-06,0
32893,Accessories,A,Fall,Online,Online,1,4,4,102.64,168.48,92.38000000,-76.10,0.000000000000,1,10,23.09000000,2023-06-04,0
32894,Accessories,D,Summer,Central Portugal,Coimbra Boutique,1,3,3,422.13,149.13,422.13000000,273.00,0.000000000000,1,0,140.71000000,2022-04-08,0
32896,Shoes,B,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,126.80,9.06,126.80000000,117.74,0.000000000000,1,0,126.80000000,2021-11-24,0
32898,Dresses,A,Winter,Algarve,Faro Outlet,1,3,3,44.49,129.30,44.49000000,-84.81,0.000000000000,1,0,14.83000000,2024-11-06,0
32899,Accessories,A,Summer,Algarve,Faro Outlet,2,4,4,168.28,299.72,164.07000000,-135.65,0.000000000000,2,10,41.02000000,2024-01-30,20
32899,Accessories,A,Summer,Online,Online,1,2,2,84.14,149.86,75.73000000,-74.13,0.000000000000,1,10,37.86000000,2020-09-24,0
32901,Accessories,D,Summer,Algarve,Faro Outlet,1,2,2,257.44,103.08,257.44000000,154.36,0.000000000000,1,0,128.72000000,2021-06-28,0
32901,Accessories,D,Summer,Northern Portugal,Porto Center,1,2,2,257.44,103.08,205.95000000,102.87,0.000000000000,1,20,102.98000000,2020-02-22,0
32901,Accessories,D,Summer,Online,Online,1,4,4,514.88,206.16,514.88000000,308.72,0.000000000000,1,0,128.72000000,2024-04-04,0
32902,Accessories,C,Winter,Northern Portugal,Porto Center,1,3,3,309.42,20.49,309.42000000,288.93,0.000000000000,1,0,103.14000000,2024-12-03,0
32902,Accessories,C,Winter,Online,Online,1,3,3,309.42,20.49,278.48000000,257.99,0.000000000000,1,10,92.83000000,2023-08-18,0
32903,Accessories,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,99.93,66.29,99.93000000,33.64,0.000000000000,1,0,99.93000000,2023-10-21,0
32906,Dresses,B,Fall,Central Portugal,Coimbra Boutique,1,4,4,415.48,129.24,332.38000000,203.14,0.000000000000,1,20,83.10000000,2024-08-25,0
32906,Dresses,B,Fall,Northern Portugal,Porto Center,2,6,6,623.22,193.86,623.22000000,429.36,0.000000000000,2,0,103.87000000,2023-05-13,31
32906,Dresses,B,Fall,Online,Online,1,4,4,415.48,129.24,415.48000000,286.24,0.000000000000,1,0,103.87000000,2024-05-07,0
32908,Shoes,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,749.84,208.76,749.84000000,541.08,0.000000000000,1,0,187.46000000,2024-12-06,0
32910,Accessories,C,Spring,Online,Online,1,4,4,460.64,168.04,460.64000000,292.60,0.000000000000,1,0,115.16000000,2023-11-04,0
32911,Accessories,C,Summer,Algarve,Faro Outlet,1,1,1,50.43,65.54,45.39000000,-20.15,0.000000000000,1,10,45.39000000,2023-06-17,0
32911,Accessories,C,Summer,Northern Portugal,Porto Center,1,4,4,201.72,262.16,201.72000000,-60.44,0.000000000000,1,0,50.43000000,2020-06-15,0
32912,Bottoms,B,Summer,Northern Portugal,Porto Center,1,4,4,223.40,213.76,212.23000000,-1.53,0.000000000000,2,10,53.06000000,2022-12-09,4
32913,Dresses,D,Spring,Online,Online,1,4,4,113.80,47.40,NULL,NULL,0.000000000000,1,NULL,NULL,2022-08-20,0
32915,Bottoms,A,Spring,Algarve,Faro Outlet,1,2,2,27.80,152.18,25.02000000,-127.16,0.000000000000,1,10,12.51000000,2021-03-04,0
32915,Bottoms,A,Spring,Northern Portugal,Porto Center,1,1,1,13.90,76.09,13.90000000,-62.19,0.000000000000,1,0,13.90000000,2021-11-23,0
32915,Bottoms,A,Spring,Online,Online,2,7,6,97.30,456.54,75.06000000,-381.48,14.290000000000,2,20,12.51000000,2024-12-12,11
32916,Dresses,D,Spring,Northern Portugal,Porto Center,0,4,4,798.48,246.08,718.63000000,472.55,0.000000000000,1,10,179.66000000,2023-07-22,0
32917,Bottoms,C,Fall,Algarve,Faro Outlet,1,4,4,368.04,80.52,331.24000000,250.72,0.000000000000,1,10,82.81000000,2024-12-16,0
32917,Bottoms,C,Fall,Central Portugal,Coimbra Boutique,1,3,3,276.03,60.39,NULL,NULL,0.000000000000,1,NULL,NULL,2024-06-18,0
32917,Bottoms,C,Fall,Online,Online,1,1,1,92.01,20.13,92.01000000,71.88,0.000000000000,1,0,92.01000000,2024-07-09,0
32922,Dresses,B,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,78.72,104.16,55.10000000,-49.06,0.000000000000,1,30,18.37000000,2021-10-08,0
32922,Dresses,B,Fall,Northern Portugal,Porto Center,2,5,5,131.20,173.60,128.58000000,-45.02,0.000000000000,2,10,25.72000000,2024-09-26,6
32923,Dresses,B,Spring,Central Portugal,Coimbra Boutique,1,3,3,248.79,202.08,248.79000000,46.71,0.000000000000,1,0,82.93000000,2023-09-14,0
32923,Dresses,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,248.79,202.08,248.79000000,46.71,0.000000000000,1,0,82.93000000,2021-10-15,0
32923,Dresses,B,Spring,Online,Online,1,4,4,331.72,269.44,331.72000000,62.28,0.000000000000,1,0,82.93000000,2021-04-07,0
32925,Tops,A,Summer,Northern Portugal,Porto Center,1,3,3,326.40,210.84,293.76000000,82.92,0.000000000000,1,10,97.92000000,2021-05-25,0
32926,Bottoms,C,Spring,Northern Portugal,Porto Center,1,4,4,228.92,206.44,NULL,NULL,0.000000000000,1,NULL,NULL,2024-03-02,0
32929,Tops,C,Summer,Algarve,Faro Outlet,1,2,2,23.54,48.04,NULL,NULL,0.000000000000,1,NULL,NULL,2021-03-08,0
32929,Tops,C,Summer,Central Portugal,Coimbra Boutique,1,3,3,35.31,72.06,35.31000000,-36.75,0.000000000000,1,0,11.77000000,2020-01-20,0
32929,Tops,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,35.31,72.06,35.31000000,-36.75,0.000000000000,1,0,11.77000000,2021-12-28,0
32930,Bottoms,B,Spring,Central Portugal,Coimbra Boutique,1,2,2,388.80,106.12,388.80000000,282.68,0.000000000000,1,0,194.40000000,2022-01-21,0
32930,Bottoms,B,Spring,Northern Portugal,Porto Center,0,3,3,583.20,159.18,583.20000000,424.02,0.000000000000,1,0,194.40000000,2023-04-03,0
32931,Tops,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,189.40,65.20,189.40000000,124.20,0.000000000000,1,0,189.40000000,2020-10-22,0
32932,Shoes,B,Spring,Algarve,Faro Outlet,1,4,4,708.32,249.36,NULL,NULL,0.000000000000,1,NULL,NULL,2021-06-03,0
32932,Shoes,B,Spring,Central Portugal,Coimbra Boutique,2,6,6,1062.48,374.04,956.23000000,582.19,0.000000000000,2,30,159.37000000,2023-03-29,26
32932,Shoes,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,3,3,531.24,187.02,531.24000000,344.22,0.000000000000,1,0,177.08000000,2022-12-02,0
32934,Dresses,B,Spring,Algarve,Faro Outlet,1,1,1,88.74,69.33,88.74000000,19.41,0.000000000000,1,0,88.74000000,2024-10-31,0
32934,Dresses,B,Spring,Northern Portugal,Porto Center,1,4,4,354.96,277.32,248.47000000,-28.85,0.000000000000,1,30,62.12000000,2022-05-21,0
32935,Accessories,B,Spring,Algarve,Faro Outlet,1,4,4,461.28,274.44,415.15000000,140.71,0.000000000000,1,10,103.79000000,2022-11-12,0
32935,Accessories,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,2,2,2,230.64,137.22,207.58000000,70.36,0.000000000000,2,20,103.79000000,2023-12-05,29
32935,Accessories,B,Spring,Northern Portugal,Porto Center,1,4,4,461.28,274.44,NULL,NULL,0.000000000000,1,NULL,NULL,2023-10-12,0
32938,Shoes,C,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,179.90,94.92,161.91000000,66.99,0.000000000000,1,10,80.96000000,2020-01-24,0
32940,Tops,C,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,186.49,76.64,186.49000000,109.85,0.000000000000,1,0,186.49000000,2021-10-06,0
32941,Accessories,D,Fall,Central Portugal,Coimbra Boutique,1,1,1,137.01,57.96,137.01000000,79.05,0.000000000000,1,0,137.01000000,2022-03-17,0
32941,Accessories,D,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,274.02,115.92,274.02000000,158.10,0.000000000000,1,0,137.01000000,2024-07-17,0
32942,Tops,B,Summer,Central Portugal,Coimbra Boutique,1,4,4,571.08,25.00,571.08000000,546.08,0.000000000000,1,0,142.77000000,2021-03-12,0
32942,Tops,B,Summer,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,571.08,25.00,571.08000000,546.08,0.000000000000,1,0,142.77000000,2020-01-17,0
32943,Accessories,A,Summer,Central Portugal,Coimbra Boutique,0,4,3,121.48,94.08,NULL,NULL,25.000000000000,1,NULL,NULL,2020-11-03,0
32944,Accessories,B,Spring,Central Portugal,Coimbra Boutique,1,3,3,227.40,152.16,227.40000000,75.24,0.000000000000,1,0,75.80000000,2021-07-31,0
32944,Accessories,B,Spring,Northern Portugal,Porto Center,1,3,3,227.40,152.16,204.66000000,52.50,0.000000000000,1,10,68.22000000,2022-12-30,0
32945,Accessories,B,Spring,Online,Online,1,4,4,785.72,258.08,NULL,NULL,0.000000000000,1,NULL,NULL,2024-01-23,0
32946,Dresses,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,1,1,85.72,49.79,85.72000000,35.93,0.000000000000,1,0,85.72000000,2022-12-07,0
32947,Tops,C,Spring,Northern Portugal,Porto Center,1,4,4,739.04,77.76,739.04000000,661.28,0.000000000000,1,0,184.76000000,2023-08-11,0
32949,Shoes,D,Spring,Central Portugal,Coimbra Boutique,1,1,1,55.21,57.57,49.69000000,-7.88,0.000000000000,1,10,49.69000000,2023-03-31,0
32949,Shoes,D,Spring,Lisbon Metropolitan Area,Lisbon Flagship,1,4,4,220.84,230.28,220.84000000,-9.44,0.000000000000,1,0,55.21000000,2020-02-27,0
32951,Tops,D,Summer,Lisbon Metropolitan Area,Lisbon Flagship,0,4,3,380.64,173.22,285.48000000,112.26,25.000000000000,1,0,95.16000000,2020-10-06,0
32951,Tops,D,Summer,Northern Portugal,Porto Center,1,2,2,190.32,115.48,NULL,NULL,0.000000000000,1,NULL,NULL,2023-03-05,0
32951,Tops,D,Summer,Online,Online,1,1,1,95.16,57.74,95.16000000,37.42,0.000000000000,1,0,95.16000000,2022-03-08,0
32952,Shoes,B,Spring,Lisbon Metropolitan Area,Lisbon Flagship,2,6,5,632.40,341.90,316.20000000,-25.70,16.670000000000,2,0,63.24000000,2021-11-07,2
32953,Bottoms,B,Spring,Northern Portugal,Porto Center,1,2,2,171.04,21.26,171.04000000,149.78,0.000000000000,1,0,85.52000000,2024-03-21,0
32955,Tops,C,Fall,Lisbon Metropolitan Area,Lisbon Flagship,1,2,2,341.38,23.32,341.38000000,318.06,0.000000000000,1,0,170.69000000,2022-03-14,0
32955,Tops,C,Fall,Northern Portugal,Porto Center,1,2,2,341.38,23.32,307.24000000,283.92,0.000000000000,1,10,153.62000000,2022-06-01,0
32956,Accessories,A,Fall,Northern Portugal,Porto Center,1,1,1,119.15,39.87,107.24000000,67.37,0.000000000000,1,10,107.24000000,2023-10-27,0
32956,Accessories,A,Fall,Online,Online,1,2,2,238.30,79.74,238.30000000,158.56,0.000000000000,1,0,119.15000000,2020-06-24,0
32958,Dresses,B,Spring,Central Portugal,Coimbra Boutique,0,3,3,312.24,172.17,312.24000000,140.07,0.000000000000,1,0,104.08000000,2020-06-17,0
32958,Dresses,B,Spring,Online,Online,1,4,4,416.32,229.56,416.32000000,186.76,0.000000000000,1,0,104.08000000,2024-11-09,0
32961,Accessories,A,Spring,Central Portugal,Coimbra Boutique,2,3,3,282.87,80.82,273.44000000,192.62,0.000000000000,2,10,91.15000000,2020-12-02,3
